@relation R_data_frame

@attribute new.names {1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1121_badges2,1167_pc1_req,11_balance-scale,12_mfeat-factors,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1461_bank-marketing,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1467_climate-model-simulation-crashes,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1493_one-hundred-plants-texture,1494_qsar-biodeg,1495_qualitative-bankruptcy,1498_sa-heart,1499_seeds,14_mfeat-fourier,1500_seismic-bumps,1501_semeion,1504_steel-plates-fault,1506_thoracic-surgery,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1514_micro-mass,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1526_wall-robot-navigation-v3,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1548_autoUniv-au4-2500,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1560_cardiotocography-v2,1565_heart-h-v3,1568_nursery-v3,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology-promoters,164_molecular-biology_promoters,173_solar-flare,187_wine,18_mfeat-morphological,210_cloud,21_car,23_cmc,24_mushroom,25_colic,28_optdigits,292_Australian,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,31_credit-g,329_hayes-roth,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40733_yeast_v7,40734_satellite_image_v2,40735_ozone_level_v2,40736_libras_move_v2,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,450_analcatdata_lawsuit,451_irish,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,566_meta,56_vote,59_ionosphere,61_iris,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2,8_liver-disorders}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute Class {Defaults,Tuning}

@data
1459_artificial-characters,5.408845,2.783176,3.241213,1.249026,0.635051,0.581592,-0.607839,1.221687,-0.629021,-0.716333,-0.451088,0.261795,1.058055,-0.69178,0.293087,-0.408192,-0.520291,0.22593,0.040369,0.141839,Defaults
1547_autoUniv-au1-1000,-1.224224,3.357121,-1.376069,0.210238,0.687382,0.838344,-1.210055,-1.507911,2.007631,-1.47315,0.419846,1.71505,-1.953249,-1.23937,-1.617768,0.080636,-0.091665,-0.850938,0.726357,0.679364,Tuning
1548_autoUniv-au4-2500,1.311181,-1.307202,-1.000615,2.580613,2.615168,-1.351813,-3.36657,-0.370981,1.577976,-0.324446,-0.768547,2.032148,0.312833,-2.486651,1.253916,-0.150281,0.176766,-1.300518,0.226417,0.230603,Tuning
1555_autoUniv-au6-1000,4.177387,-2.843883,0.740491,2.172997,3.675845,2.89324,-1.482437,-0.318886,-1.356757,-1.544801,-1.51207,-1.03178,0.608376,-2.197563,-0.870148,-0.425045,-1.180074,-0.80455,-0.094381,-0.257309,Tuning
1549_autoUniv-au6-750,5.365434,0.846545,0.499353,1.081918,2.515462,1.649177,-1.57825,-0.329542,-0.839686,-1.605632,-1.810346,-0.243024,0.473381,-2.103917,-0.776099,-0.01953,-0.743052,-0.448197,-0.7015,-0.212832,Tuning
1551_autoUniv-au6-400,6.137085,4.255157,0.106995,0.285657,1.200237,0.440539,-0.849708,-2.199799,-0.844981,-1.235902,-2.512205,-1.513418,-0.724868,-1.19672,-0.266614,0.978502,-1.217392,0.32752,-1.238839,-0.331628,Tuning
1552_autoUniv-au7-1100,4.250121,1.933014,-0.300658,1.876043,2.330592,1.11933,-1.292045,-0.247607,-0.95173,-1.427707,-0.839658,-0.707046,0.908445,-1.217094,-0.070186,0.415891,-1.149562,-0.190605,-1.017748,-0.65696,Tuning
1553_autoUniv-au7-700,3.044138,2.165132,-1.690735,1.965442,1.755191,1.348873,-1.366517,0.734164,-0.634872,-1.040773,0.152466,0.482776,0.170015,-1.192262,0.522748,0.332544,-0.603113,0.058979,-0.777715,-0.20142,Tuning
1554_autoUniv-au7-500,3.754025,3.391567,-0.531537,1.475001,1.930912,0.665827,-0.681202,-0.607388,-0.679084,-1.122089,-0.710137,0.240664,0.962355,-0.962697,0.264669,0.267499,-0.887283,0.077047,-1.237348,0.046801,Defaults
463_backache,-3.347276,-3.03493,-2.144695,0.99179,1.274173,-0.966482,0.010199,-2.417596,0.473035,-0.48472,-0.780378,0.324729,1.011783,-0.088077,0.462852,0.086655,0.846554,-0.96707,-0.722248,0.30632,Defaults
11_balance-scale,0.73985,4.619638,-0.309567,1.676299,-2.098534,0.754137,1.409734,-1.202917,-0.273327,1.204165,0.822128,-1.770537,-0.921095,-0.579963,-0.945052,-0.03269,0.371955,-0.861697,0.509753,0.960693,Defaults
1460_banana,-1.215864,3.182953,1.668293,4.088051,-1.539566,2.020567,-0.07026,2.668874,-2.053526,2.340777,2.501362,-0.638011,-0.73884,-1.736066,0.022028,0.203694,0.157686,0.224122,1.081596,0.257136,Tuning
1461_bank-marketing,-2.951491,1.537416,-0.557944,-0.499058,0.723221,-2.329319,0.134825,-1.049452,0.923211,-0.488263,-0.013162,-0.777916,0.235998,0.215403,0.077132,-0.074804,-0.181679,-0.951656,-0.529037,-0.141032,Defaults
1462_banknote-authentication,-0.67468,1.491156,-0.335643,0.889619,-4.944773,0.431465,1.441604,2.277465,0.827461,3.257038,0.24558,-0.65437,0.076566,-0.437559,-1.976441,-0.002213,-1.811002,0.675804,-0.154736,0.614553,Defaults
1464_blood-transfusion-service-center,-1.573703,2.818307,-0.950024,-0.034037,1.045514,0.988336,1.341796,1.000781,-0.413036,0.628351,0.99879,1.12296,0.332752,-0.601854,1.052293,0.185111,-0.220835,0.395116,-0.420463,0.420514,Defaults
15_breast-w,-2.483803,-0.607678,-0.947299,-1.031743,-2.967127,0.099762,0.889801,1.148691,1.198524,0.916615,-0.16523,-0.981509,-0.990099,-0.194983,-2.471197,0.446853,-1.511412,-0.50878,0.218971,1.093827,Defaults
1465_breast-tissue,4.788596,0.538642,-0.319174,1.526787,0.84665,2.287439,-0.055609,-1.551329,-1.255302,-1.120339,-1.851475,-0.952158,-0.699942,-0.040644,-0.747811,0.632133,-0.158409,-0.823915,-0.149836,0.604101,Defaults
8_liver-disorders,4.5659,-0.74524,1.217891,1.345987,3.577913,1.386734,0.300505,-0.880545,-1.382713,-1.210386,-1.90537,-0.029034,1.484259,-0.543228,-1.1733,-0.31733,-0.08346,-0.815048,0.246164,-0.299759,Defaults
21_car,0.659035,4.578562,0.466534,2.560853,-1.520035,-2.481646,0.111046,-2.183104,1.050564,-0.368431,-0.093719,0.470972,2.222849,1.009344,0.494868,-1.453606,0.774982,0.571332,-1.38231,0.307801,Tuning
1560_cardiotocography-v2,-2.59578,-1.9928,0.706567,-3.294223,-0.180162,-0.332016,-0.337642,1.086728,0.142611,-0.194764,-0.723858,-0.244505,0.940668,-0.29595,-0.451979,-0.33698,0.044947,0.026452,-0.282401,0.046281,Defaults
1467_climate-model-simulation-crashes,-3.181622,0.71332,0.190192,-0.518636,-0.298408,0.959775,0.385249,-1.05056,1.988592,-0.362493,-0.503152,2.869326,0.561903,-1.631517,0.065453,-0.71073,-0.246498,-0.685296,-0.543935,-1.136846,Defaults
210_cloud,12.210215,-3.19306,2.868269,1.696231,4.29368,-3.28025,6.430845,-0.876136,-4.198499,0.827277,-5.931656,6.753226,-3.093757,5.172601,-4.432043,-0.650585,-1.060487,2.270377,2.426455,1.337804,Tuning
23_cmc,2.031556,0.641396,-1.468194,2.659034,1.956341,0.259139,-1.210845,0.420967,-0.771123,-1.384686,0.278536,-0.024468,1.002134,-0.152656,0.706331,-0.298736,-0.386696,-0.410622,-0.589451,0.236582,Tuning
40_sonar,-0.008399,-0.487336,-2.398956,-0.188747,-1.861361,1.25788,-1.160859,-0.608084,0.192886,-0.18778,-0.190801,-1.163579,-2.564409,-0.348447,-1.52955,0.939703,-1.073159,0.54123,0.180119,-0.399403,Defaults
307_vowel,6.683604,3.935993,1.864357,-0.46955,-2.684062,-1.610143,0.983885,-0.096423,0.683651,0.440333,-1.153878,-0.995,0.165809,0.641282,1.506442,-1.164256,-0.615828,-0.070831,0.051574,0.531592,Tuning
35_dermatology,3.1354,-4.556976,-1.016542,-1.238144,-2.805274,-3.85836,-2.846083,-0.259425,0.577584,0.603083,-2.153992,1.441313,4.879388,0.018136,0.796094,0.329662,0.605367,1.653556,-1.794305,1.237327,Tuning
1473_fertility,-4.195047,-1.38822,-1.311295,0.176443,1.115375,2.823269,1.700844,-3.38285,0.506783,-0.409323,-0.928994,1.820307,-0.331178,-0.008845,-0.583681,0.664665,1.617853,-0.873857,-0.067912,0.848892,Tuning
1475_first-order-theorem-proving,1.572037,0.439276,1.49911,-1.644992,4.215972,-0.053469,-1.718353,2.123288,-1.512914,-2.037968,0.257931,-0.90969,0.91548,-0.24482,-0.691257,-0.220662,-0.512159,-0.566864,1.251862,-0.197319,Defaults
173_solar-flare,-6.32386,-5.75123,0.03505,2.135292,2.007101,0.293385,1.71315,-5.24054,1.230697,-1.096034,0.211206,-0.829878,1.382256,1.042447,1.595798,-3.669514,-0.469822,2.127578,0.861252,1.360604,Defaults
43_haberman,-0.625196,4.068667,-1.473488,2.212234,0.066038,-0.226718,1.923282,-0.03602,-0.703575,1.886695,1.589202,0.22547,0.367289,-0.362327,-0.74372,-0.381253,0.146518,-0.547565,-0.112446,1.470327,Defaults
329_hayes-roth,2.141499,3.137617,-1.495592,1.348702,-1.158708,1.592315,0.595518,0.352638,-0.373523,-0.271739,0.893233,2.350742,-0.476369,-0.309999,0.158208,-0.455832,0.836403,0.042352,0.043616,1.693635,Defaults
49_heart-c,-0.139687,-1.041458,-2.870342,1.626777,-1.527171,0.018876,-0.950036,0.088715,0.344206,-0.573116,0.010969,-0.882624,-0.972,0.154467,-1.071739,0.771112,-1.082226,0.048519,-0.811915,0.245509,Defaults
51_heart-h,-1.049512,-1.345913,-2.668813,0.752652,-0.691636,-0.393906,-0.733566,0.876547,0.531111,-0.740065,0.3908,1.105656,0.380072,-0.03326,-0.910441,-0.261327,-0.465518,-0.151797,-0.706558,0.375593,Tuning
1512_heart-long-beach,4.380947,1.981709,-0.457094,0.476894,2.611353,2.073658,-0.660398,-0.632374,-1.361327,-1.391036,-1.254564,-0.573048,0.027342,-0.792225,-0.83903,0.599361,-0.388465,-0.026322,-0.081626,0.163067,Defaults
1565_heart-h-v3,0.849083,1.899767,-0.135031,-1.262106,1.705613,0.835803,0.140391,-0.015161,-0.014146,-1.243202,-0.374832,1.996182,1.074165,-0.799726,-0.840267,-0.349091,0.367776,-0.129959,0.097959,0.477829,Defaults
55_hepatitis,-2.415427,-1.725159,-2.388982,0.662412,-0.134708,0.073604,-0.10881,-1.618024,0.630448,-1.15146,-0.322424,1.422823,0.554392,0.416213,0.002522,-0.071339,0.937182,-0.640684,-0.417886,0.491529,Defaults
1479_hill-valley,-0.101761,-1.216306,-2.538455,-0.683323,2.98262,2.681248,-0.77236,2.275067,-1.468322,0.028091,1.48709,0.021463,-1.67982,0.11106,1.615475,0.963359,0.412959,1.089502,1.629931,-1.486243,Tuning
25_colic,-0.22534,-7.592276,-3.672096,1.873206,3.680694,-12.539386,2.960516,2.057717,-3.407586,3.80519,-1.114498,-0.687953,-6.186488,-3.903909,-0.369845,-4.672089,0.39096,-2.648181,-1.96609,-2.616352,Tuning
1480_ilpd,-0.211373,5.933289,-1.790639,-0.763642,0.486768,-0.638252,0.423989,0.709281,0.446605,-0.552326,1.427802,2.664193,-0.072519,-0.473275,0.608594,-0.41823,-0.203285,0.52939,0.345575,1.36084,Defaults
59_ionosphere,-1.395735,-1.544096,-1.247009,-0.316852,-1.918595,1.417038,-0.222933,0.704109,0.980086,-0.151784,-0.178287,1.451968,-0.499254,-0.973269,-1.142256,-0.082289,-0.655245,0.318016,-0.008048,-0.715898,Defaults
61_iris,0.421672,-3.367428,-0.577594,0.297835,-2.92318,2.524489,1.459847,1.231658,0.204787,0.489036,-0.138649,-0.173443,-1.061458,0.55646,1.093687,-0.467058,0.218065,-1.017049,1.300261,0.294498,Defaults
3_kr-vs-kp,0.138533,-1.979974,-2.93842,1.300477,-1.542883,-4.626133,-3.108477,0.951663,2.338167,-2.238851,1.933014,1.904886,1.924358,0.370034,-1.898745,0.817172,1.056156,-0.261567,2.605738,-0.742905,Defaults
40496_LED-display-domain-7digit,5.661444,1.638193,0.972865,-0.653017,1.65525,0.390897,0.273006,-0.404224,-1.313895,-0.698091,0.059721,-3.563979,0.439987,-0.11442,-1.40308,0.940032,-0.236338,-0.981029,0.477729,0.233212,Tuning
1484_lsvt,-0.870421,-4.187614,-2.456082,-4.081596,-0.233599,1.583822,-4.034887,-2.34953,-3.362131,3.848076,1.037331,1.128479,0.357588,-0.01096,-0.933962,1.313917,-1.353324,1.557794,-1.115008,0.28928,Defaults
310_mammography,-7.933901,4.295701,7.826437,-0.362652,-0.338648,-2.996772,-2.208734,2.465127,-1.87268,0.009123,-0.250926,0.213297,-1.917057,1.914795,0.337616,1.819656,0.530463,0.425287,-1.253885,1.794697,Tuning
566_meta,7.890566,-1.045883,2.532879,2.574151,13.836624,3.147942,-5.82173,2.453803,12.113813,8.930009,-0.955713,-0.036781,-1.740363,2.339655,0.316576,-0.263253,0.374907,-0.392665,0.125992,-0.242794,Tuning
14_mfeat-fourier,5.901611,-0.173451,2.105292,-1.653295,-2.707713,-0.060009,-1.358286,0.462519,0.990207,-0.797622,-0.877585,0.413714,0.706191,-1.018334,0.341918,-0.754539,-0.451856,0.33955,0.137116,-0.599653,Defaults
1514_micro-mass,6.698619,-3.02015,1.181236,-10.529192,-2.087878,0.275792,-9.806353,-7.150425,-6.762147,6.64889,5.110374,2.520086,-0.149677,1.867321,0.224024,-1.435091,-1.226403,-2.421206,0.192273,-0.032118,Defaults
164_molecular-biology-promoters,-0.677847,-0.128092,-0.629336,-0.308919,-0.280679,1.117509,0.269917,-0.142085,0.563017,-0.617251,-0.066392,0.305219,-0.283251,-0.661928,0.096532,-0.181444,-0.197116,-0.393509,0.100667,-0.581936,Defaults
333_monks-problems-1,0.795792,1.087558,-3.092927,3.146195,-2.237196,-0.808601,-1.24972,0.837542,0.894989,-0.961708,1.356471,1.754576,0.647253,0.742986,0.324043,-1.135999,-0.33125,0.372573,-0.918706,0.385558,Tuning
334_monks-problems-2,2.021081,10.783292,-2.473035,4.699961,-1.48845,-2.753633,0.217183,-3.860628,1.779335,2.029284,1.623665,-2.177084,-1.425822,1.721792,0.710171,-0.017937,-0.74287,0.972906,-0.487033,1.542995,Tuning
335_monks-problems-3,-0.321792,-1.661187,-3.113488,3.392938,-2.903003,-0.69956,-1.273495,0.121608,0.829811,-0.713613,0.586862,-0.986995,-0.459467,1.379469,-0.859316,-0.135769,-0.770359,-0.171386,-1.292564,0.166977,Defaults
40736_libras_move_v2,7.842108,2.234949,2.258088,-2.077337,-2.163182,-0.236167,0.520383,-2.267628,0.318416,-0.503345,-1.644071,-1.341772,-0.655244,0.816893,1.434049,0.566714,-1.146429,0.308042,0.145074,-1.450352,Defaults
12_mfeat-factors,5.522298,-1.355249,2.818367,-3.02326,-2.933965,0.262192,-1.306231,0.119548,0.676184,-0.539902,-0.312357,1.598067,1.080003,-0.476617,1.274838,-1.532523,-0.183213,-0.827112,0.651813,-1.339897,Defaults
24_mushroom,-0.895757,-5.327871,-1.883529,2.221581,-2.518341,-4.286833,-1.697532,1.292212,1.316809,-0.650863,1.274503,-0.919885,0.325214,2.089819,-1.498341,0.959784,0.555094,-0.338778,2.36799,-1.612657,Defaults
1568_nursery-v3,0.693753,-1.277202,3.099036,4.760947,-1.235266,-1.816452,-4.445872,2.470184,-1.410298,-2.132444,-0.972381,1.188073,0.815251,1.986347,-0.23437,-0.208669,1.166992,0.436307,-2.22025,0.665863,Tuning
28_optdigits,5.125137,1.528961,2.976075,-3.552068,-2.027297,-1.825821,-1.039326,1.330366,0.720023,-1.279323,-0.529043,-2.09575,-0.245885,0.334244,0.925228,-0.87772,-0.368662,-0.524415,0.619886,-0.110557,Defaults
1487_ozone-level-8hr,-2.598273,7.135826,1.571693,-1.96384,-1.925509,-2.11835,0.166383,-4.032203,2.594093,-0.877467,-1.221904,0.563917,-1.786376,-0.46731,0.483799,-0.205734,-1.688648,1.240431,0.312994,-2.384116,Defaults
40735_ozone_level_v2,-3.397177,6.758595,1.598784,-2.039027,-1.549605,-1.747558,-0.118384,-3.452556,2.816305,-0.581601,-1.590639,1.686047,-1.45919,-0.704488,0.113461,-0.704235,-1.012823,0.570231,-0.292762,-1.379903,Defaults
30_page-blocks,-4.037152,1.753824,4.031334,-2.924681,0.193012,-1.770639,0.346531,1.197644,-0.708991,0.308243,-0.899146,-1.089378,0.347998,1.165199,0.640998,0.587528,1.043958,-0.556965,-0.524526,1.084021,Defaults
1488_parkinsons,-2.062437,-0.882691,-1.51746,-0.991227,-0.584216,1.66447,0.783265,-0.693692,0.050549,-0.092112,-0.266036,-0.750394,-1.446423,0.206238,0.189902,0.599717,0.510329,-0.190389,0.397738,-0.55946,Defaults
1489_phoneme,-1.364084,5.275735,1.616691,2.126842,-2.652883,-0.428249,0.078259,0.7783,-0.505709,1.528552,1.6507,-0.609638,-0.78493,-0.966012,-0.561374,0.12998,0.244377,0.843451,0.787939,-0.525271,Tuning
1491_one-hundred-plants-margin,10.069524,-6.201719,6.709432,-2.159175,0.510194,-2.427503,4.122469,-0.741788,2.582191,-1.74803,5.314373,1.662067,-0.290739,-1.102235,-0.996479,3.111024,1.376559,-0.93062,-2.046874,-0.216672,Defaults
1492_one-hundred-plants-shape,11.072036,-5.603891,6.869249,-1.650197,1.264755,-1.90026,4.964886,-0.846975,1.880309,-1.385576,4.302633,0.821853,-0.688877,-0.46533,-0.185351,3.169638,0.567069,-0.464502,-1.790258,-0.730686,Defaults
1493_one-hundred-plants-texture,8.727886,-10.237481,7.417896,-0.885615,2.5849,-0.8639,4.553023,-2.289098,1.659261,-1.958116,6.378362,-1.461946,-0.91504,-1.372053,0.373305,-0.60582,-1.059262,2.355846,-1.014587,2.224247,Defaults
1526_wall-robot-navigation-v3,0.044352,-2.176079,2.448781,0.279687,-2.066206,1.121176,-0.466662,2.795683,-0.568784,-0.016699,-0.274075,-0.620037,-0.250115,0.511834,1.063257,-1.057863,0.772824,-1.129299,0.019847,0.577733,Defaults
1498_sa-heart,-0.251734,1.853093,-2.004501,1.10047,0.046675,1.275143,-0.280121,-0.42975,-0.05696,-1.048209,0.574423,-0.04729,-1.588708,-0.744351,-0.229147,0.298921,-0.134711,-0.483828,0.391179,0.040792,Defaults
1499_seeds,0.870574,-2.531702,-0.318927,-0.011059,-2.838918,2.348245,1.229517,1.244603,0.299712,0.163827,-0.39188,0.36997,-0.800224,0.21969,1.366131,-0.805923,0.569248,-1.140485,1.1304,0.383546,Defaults
1501_semeion,6.635961,0.70439,0.415594,-4.860182,-3.292234,-0.288057,-5.09499,-0.50114,1.186555,-0.683847,-1.263158,-2.812718,-2.760565,-2.004916,-3.239105,-1.800686,7.202818,5.486795,-0.54021,1.33298,Defaults
31_credit-g,-0.661445,1.532772,-2.20473,0.585749,0.689022,-1.378349,-0.711912,0.364323,0.561632,-0.930377,0.698661,1.796806,0.454247,-0.758771,1.351745,-0.10066,-0.000172,0.432718,-0.952568,-0.543775,Tuning
53_heart-statlog,-0.226212,-0.346203,-2.239913,0.296441,-1.388944,1.265618,-0.658187,0.511504,0.244505,-0.414487,0.045197,-0.41459,-1.53877,-0.685563,-1.595099,0.869217,-1.106134,0.239924,-0.447081,0.232829,Tuning
36_segment,4.364734,-0.873303,2.016388,-2.493349,-2.225027,0.028205,0.13961,2.30439,0.67804,-0.599478,-0.477911,0.471707,1.092335,0.282384,1.425732,-1.090406,0.117186,-0.714618,1.068304,0.29387,Defaults
40734_satellite_image_v2,3.069474,0.443364,3.520129,-0.925872,-2.949213,-0.094439,-0.193128,1.441065,0.604847,-0.42735,-1.410105,0.09486,-0.416669,0.358801,1.581548,-0.387253,0.122992,0.421786,0.760201,-0.95124,Defaults
54_vehicle,3.764561,0.755942,0.123338,-0.586212,-0.381258,1.556417,-0.398859,1.134441,-0.28059,-0.607978,-1.037398,-0.522391,-0.10696,-0.705361,0.623213,-0.17174,0.74203,0.705758,0.214871,-1.040404,Defaults
1504_steel-plates-fault,-2.042311,-1.353298,-0.015514,-3.064053,-1.071537,-0.449154,-0.429981,2.813793,1.029671,1.166247,-0.413653,0.421437,1.665384,-0.933295,-3.25517,0.23838,-2.707415,0.219718,0.579158,0.877183,Defaults
48_tae,2.462243,1.24422,-2.039955,2.075091,0.527873,1.748719,-0.129071,-0.117942,-1.344852,-0.264912,0.382459,-0.612056,0.160525,-0.273011,-0.138843,0.204534,0.254567,0.097801,0.002548,-0.177468,Defaults
40499_texture,5.767919,-0.192056,3.884435,-2.299324,-3.130057,-0.207214,0.487463,1.412249,1.059985,-0.833252,-1.161373,0.646046,0.604271,0.530372,2.225089,-0.587843,-0.348064,-0.031393,1.204428,-1.595845,Defaults
1506_thoracic-surgery,-4.657877,-5.148215,-0.609816,1.575601,3.612795,0.014841,0.188143,-2.433832,0.527208,-1.494717,1.762828,-1.900034,0.950438,-0.083684,0.97319,-3.536333,-1.895214,1.96974,1.506428,1.698965,Tuning
40474_thyroid-allbp,-0.229557,-1.078968,-0.322376,-0.162559,2.914672,-2.395148,-1.74852,-0.186446,-0.746793,-1.829141,-0.685038,-2.393962,1.576495,0.424458,-1.063809,-0.25022,0.993228,-1.455814,0.251525,0.959679,Defaults
40475_thyroid-allhyper,-0.229557,-1.078968,-0.322376,-0.162559,2.914672,-2.395148,-1.74852,-0.186446,-0.746793,-1.829141,-0.685038,-2.393962,1.576495,0.424458,-1.063809,-0.25022,0.993228,-1.455814,0.251525,0.959679,Defaults
1508_user-knowledge,2.69129,1.529625,0.333482,1.289485,-2.317581,1.007504,0.774808,0.071886,0.094476,0.304026,-0.464498,-0.881561,-0.674419,0.20639,0.295734,-0.516068,-0.323899,-1.456938,-0.544255,1.445725,Defaults
1523_vertebra-column,0.58102,-1.382888,-0.917534,0.164301,-1.108037,2.02974,0.189596,1.24677,-0.009087,-0.482106,-0.01152,0.556039,-0.594069,-0.131075,0.412189,-0.905323,1.504261,-0.505864,0.43548,0.409869,Defaults
187_wine,1.122242,-1.949218,-0.806323,-0.622957,-2.518375,1.952757,0.339019,0.343308,-0.162303,0.025277,-0.656897,-1.122115,-0.983699,-0.051587,1.199487,0.08292,0.473682,-0.46119,-0.302494,-0.205998,Defaults
40733_yeast_v7,1.889209,-1.046143,-0.132478,-0.860234,2.081617,1.1457,-0.879326,1.992469,-0.912344,-1.638996,-0.014975,-0.437404,0.641119,-0.69567,-0.664859,-1.053087,0.388087,-1.347886,0.915801,0.993808,Tuning
